City,Date,Cases, Population ,Square km,PopDense,temperature,pm10,humidity,no2
CITY OF NAVOTAS,4/1/2020,2,"249,463.00",10.77,23162.76695,29.8,15,66.7,2.4
CITY OF NAVOTAS,3/26/2020,1,"249,463.00",10.77,23162.76695,28.8,12,64.5,2.3
CITY OF NAVOTAS,4/12/2020,1,"249,463.00",10.77,23162.76695,28.7,19,77,4.4
CITY OF NAVOTAS,4/22/2020,1,"249,463.00",10.77,23162.76695,30.8,27,65.2,4.6
CITY OF NAVOTAS,5/1/2020,1,"249,463.00",10.77,23162.76695,30.2,11,66.2,4.6
CITY OF NAVOTAS,4/25/2020,1,"249,463.00",10.77,23162.76695,30,9,70,5.1
CITY OF NAVOTAS,4/15/2020,2,"249,463.00",10.77,23162.76695,29,16,74,3.7
CITY OF NAVOTAS,4/2/2020,1,"249,463.00",10.77,23162.76695,29.1,11,65.2,2
CITY OF NAVOTAS,4/24/2020,1,"249,463.00",10.77,23162.76695,30.4,16,66.1,6
CITY OF NAVOTAS,4/28/2020,1,"249,463.00",10.77,23162.76695,29.5,14,68,5.1
CITY OF NAVOTAS,4/26/2020,1,"249,463.00",10.77,23162.76695,30.2,9,69.7,4.6
CITY OF NAVOTAS,4/4/2020,1,"249,463.00",10.77,23162.76695,28.7,13,64.2,3.2
CITY OF NAVOTAS,4/5/2020,1,"249,463.00",10.77,23162.76695,29.2,19,64.2,5.5
CITY OF NAVOTAS,3/30/2020,1,"249,463.00",10.77,23162.76695,29.3,18,64,2.3
CITY OF NAVOTAS,4/18/2020,1,"249,463.00",10.77,23162.76695,28.8,9,74,3.7
CITY OF NAVOTAS,3/15/2020,1,"249,463.00",10.77,23162.76695,27.7,11,70,3.4
CITY OF NAVOTAS,4/27/2020,2,"249,463.00",10.77,23162.76695,29.9,6,72.7,4.2
CITY OF NAVOTAS,4/20/2020,3,"249,463.00",10.77,23162.76695,30.3,13,68,4.6
CITY OF NAVOTAS,5/2/2020,1,"249,463.00",10.77,23162.76695,30.5,10,64.2,5.2
CITY OF NAVOTAS,5/17/2020,1,"249,463.00",10.77,23162.76695,30.3,39,77,4.6
CITY OF NAVOTAS,3/27/2020,1,"249,463.00",10.77,23162.76695,28.8,12,70.5,2.8
CITY OF PARAÑAQUE,4/8/2020,14,"665,822.00",46.47,14327.99656,29.1,20,70.5,6.4
CITY OF PARAÑAQUE,5/2/2020,1,"665,822.00",46.47,14327.99656,30.5,10,64.2,5.2
CITY OF PARAÑAQUE,5/9/2020,1,"665,822.00",46.47,14327.99656,30,22,75.3,3.7
CITY OF PARAÑAQUE,4/16/2020,3,"665,822.00",46.47,14327.99656,29.2,19,75,6
CITY OF PARAÑAQUE,4/4/2020,9,"665,822.00",46.47,14327.99656,28.7,13,64.2,3.2
CITY OF PARAÑAQUE,4/1/2020,10,"665,822.00",46.47,14327.99656,29.8,15,66.7,2.4
CITY OF PARAÑAQUE,3/23/2020,16,"665,822.00",46.47,14327.99656,28.6,12,68.7,1.9
CITY OF PARAÑAQUE,3/16/2020,11,"665,822.00",46.47,14327.99656,27,8,74,4.7
CITY OF PARAÑAQUE,3/22/2020,11,"665,822.00",46.47,14327.99656,29,7,69.2,1.4
CITY OF PARAÑAQUE,3/6/2020,1,"665,822.00",46.47,14327.99656,28,12,69.2,2
CITY OF PARAÑAQUE,3/7/2020,4,"665,822.00",46.47,14327.99656,28.7,17,72.8,3.6
CITY OF PARAÑAQUE,3/27/2020,12,"665,822.00",46.47,14327.99656,28.8,12,70.5,2.8
CITY OF PARAÑAQUE,4/21/2020,3,"665,822.00",46.47,14327.99656,30.5,9,66.8,4.4
CITY OF PARAÑAQUE,3/2/2020,2,"665,822.00",46.47,14327.99656,27,8,66.5,5.9
CITY OF PARAÑAQUE,3/14/2020,8,"665,822.00",46.47,14327.99656,28.8,16,70,4.8
CITY OF PARAÑAQUE,4/30/2020,1,"665,822.00",46.47,14327.99656,29.7,8,67.5,3.1
CITY OF PARAÑAQUE,4/22/2020,4,"665,822.00",46.47,14327.99656,30.8,27,65.2,4.6
CITY OF PARAÑAQUE,4/13/2020,3,"665,822.00",46.47,14327.99656,28.6,17,73.6,5.1
CITY OF PARAÑAQUE,4/17/2020,1,"665,822.00",46.47,14327.99656,29.6,11,71.5,3.7
CITY OF PARAÑAQUE,5/1/2020,4,"665,822.00",46.47,14327.99656,30.2,11,66.2,4.6
CITY OF PARAÑAQUE,3/28/2020,10,"665,822.00",46.47,14327.99656,29.3,15,68.1,3.2
CITY OF PARAÑAQUE,4/18/2020,4,"665,822.00",46.47,14327.99656,28.8,9,74,3.7
CITY OF PARAÑAQUE,4/7/2020,11,"665,822.00",46.47,14327.99656,29.4,18,70.5,3.7
CITY OF PARAÑAQUE,4/19/2020,4,"665,822.00",46.47,14327.99656,30,10,68.3,4.6
CITY OF PARAÑAQUE,4/5/2020,11,"665,822.00",46.47,14327.99656,29.2,19,64.2,5.5
CITY OF PARAÑAQUE,4/28/2020,4,"665,822.00",46.47,14327.99656,29.5,14,68,5.1
CITY OF PARAÑAQUE,4/27/2020,1,"665,822.00",46.47,14327.99656,29.9,6,72.7,4.2
CITY OF PARAÑAQUE,2/29/2020,2,"665,822.00",46.47,14327.99656,27.2,7,68.2,3.6
CITY OF PARAÑAQUE,3/3/2020,1,"665,822.00",46.47,14327.99656,25.4,4,75.2,2.1
CITY OF PARAÑAQUE,3/15/2020,10,"665,822.00",46.47,14327.99656,27.7,11,70,3.4
CITY OF PARAÑAQUE,3/4/2020,3,"665,822.00",46.47,14327.99656,26.1,10,77.5,3.8
CITY OF PARAÑAQUE,3/30/2020,8,"665,822.00",46.47,14327.99656,29.3,18,64,2.3
CITY OF PARAÑAQUE,3/20/2020,16,"665,822.00",46.47,14327.99656,28.6,11,73.2,3.2
CITY OF PARAÑAQUE,3/25/2020,8,"665,822.00",46.47,14327.99656,28,9,64,1.9
CITY OF PARAÑAQUE,4/11/2020,1,"665,822.00",46.47,14327.99656,29,10,72.7,3.2
CITY OF PARAÑAQUE,4/2/2020,5,"665,822.00",46.47,14327.99656,29.1,11,65.2,2
CITY OF PARAÑAQUE,3/18/2020,11,"665,822.00",46.47,14327.99656,27.3,11,69,1.6
CITY OF PARAÑAQUE,4/6/2020,8,"665,822.00",46.47,14327.99656,29.1,13,67.1,6
CITY OF PARAÑAQUE,3/21/2020,8,"665,822.00",46.47,14327.99656,29,19,68.5,2.8
CITY OF PARAÑAQUE,3/24/2020,15,"665,822.00",46.47,14327.99656,28,9,69.2,2.2
CITY OF PARAÑAQUE,4/12/2020,2,"665,822.00",46.47,14327.99656,28.7,19,77,4.4
CITY OF PARAÑAQUE,4/9/2020,10,"665,822.00",46.47,14327.99656,29.8,10,71,3.7
CITY OF PARAÑAQUE,2/17/2020,1,"665,822.00",46.47,14327.99656,25.9,8,76.5,9.2
CITY OF PARAÑAQUE,4/10/2020,4,"665,822.00",46.47,14327.99656,28.8,7,72.8,2.3
CITY OF PARAÑAQUE,3/12/2020,9,"665,822.00",46.47,14327.99656,28.6,15,64.8,3.5
CITY OF PARAÑAQUE,5/12/2020,1,"665,822.00",46.47,14327.99656,30.8,30,72.5,4.6
CITY OF PARAÑAQUE,5/5/2020,1,"665,822.00",46.47,14327.99656,31.5,10,69.2,3.2
CITY OF PARAÑAQUE,4/14/2020,4,"665,822.00",46.47,14327.99656,27.7,7,72.6,3.2
CITY OF PARAÑAQUE,3/8/2020,2,"665,822.00",46.47,14327.99656,28.8,12,78,5
CITY OF PARAÑAQUE,3/13/2020,9,"665,822.00",46.47,14327.99656,29.1,14,64.8,4.7
CITY OF PARAÑAQUE,4/3/2020,10,"665,822.00",46.47,14327.99656,29.1,13,61.6,1.9
CITY OF PARAÑAQUE,4/15/2020,8,"665,822.00",46.47,14327.99656,29,16,74,3.7
CITY OF PARAÑAQUE,3/9/2020,4,"665,822.00",46.47,14327.99656,28.6,20,78.7,10.1
CITY OF PARAÑAQUE,3/17/2020,8,"665,822.00",46.47,14327.99656,26.6,10,73,3.1
CITY OF PARAÑAQUE,3/29/2020,11,"665,822.00",46.47,14327.99656,29.7,13,66.3,2.8
CITY OF PARAÑAQUE,3/19/2020,6,"665,822.00",46.47,14327.99656,28.6,25,70.8,1.4
CITY OF PARAÑAQUE,5/4/2020,2,"665,822.00",46.47,14327.99656,31.3,8,71.3,5.5
CITY OF PARAÑAQUE,3/5/2020,1,"665,822.00",46.47,14327.99656,27.4,12,68,3.2
CITY OF PARAÑAQUE,3/31/2020,6,"665,822.00",46.47,14327.99656,31.9,11,56.2,2.3
CITY OF PARAÑAQUE,3/10/2020,5,"665,822.00",46.47,14327.99656,29.1,35,80.7,23.4
CITY OF PARAÑAQUE,4/26/2020,2,"665,822.00",46.47,14327.99656,30.2,9,69.7,4.6
CITY OF PARAÑAQUE,3/11/2020,7,"665,822.00",46.47,14327.99656,28.3,17,74.2,5.9
CITY OF PARAÑAQUE,3/1/2020,2,"665,822.00",46.47,14327.99656,27.2,10,69.7,2.2
CITY OF PARAÑAQUE,3/26/2020,11,"665,822.00",46.47,14327.99656,28.8,12,64.5,2.3
CITY OF PARAÑAQUE,4/29/2020,2,"665,822.00",46.47,14327.99656,30,9,67.8,3.7
CITY OF PASIG,3/17/2020,8,"755,300.00",48.45,15589.26729,26.6,10,73,3.1
CITY OF PASIG,3/13/2020,11,"755,300.00",48.45,15589.26729,29.1,14,64.8,4.7
CITY OF PASIG,3/26/2020,6,"755,300.00",48.45,15589.26729,28.8,12,64.5,2.3
CITY OF PASIG,3/8/2020,2,"755,300.00",48.45,15589.26729,28.8,12,78,5
CITY OF PASIG,3/9/2020,6,"755,300.00",48.45,15589.26729,28.6,20,78.7,10.1
CITY OF PASIG,3/23/2020,1,"755,300.00",48.45,15589.26729,28.6,12,68.7,1.9
CITY OF PASIG,4/29/2020,2,"755,300.00",48.45,15589.26729,30,9,67.8,3.7
CITY OF PASIG,4/15/2020,3,"755,300.00",48.45,15589.26729,29,16,74,3.7
CITY OF PASIG,3/19/2020,6,"755,300.00",48.45,15589.26729,28.6,25,70.8,1.4
CITY OF PASIG,4/6/2020,6,"755,300.00",48.45,15589.26729,29.1,13,67.1,6
CITY OF PASIG,3/14/2020,11,"755,300.00",48.45,15589.26729,28.8,16,70,4.8
CITY OF PASIG,3/12/2020,3,"755,300.00",48.45,15589.26729,28.6,15,64.8,3.5
CITY OF PASIG,4/3/2020,7,"755,300.00",48.45,15589.26729,29.1,13,61.6,1.9
CITY OF PASIG,5/5/2020,3,"755,300.00",48.45,15589.26729,31.5,10,69.2,3.2
CITY OF PASIG,5/10/2020,2,"755,300.00",48.45,15589.26729,30.1,60,73,7.8
CITY OF PASIG,5/18/2020,1,"755,300.00",48.45,15589.26729,30.4,56,79.4,6.4
CITY OF PASIG,4/1/2020,5,"755,300.00",48.45,15589.26729,29.8,15,66.7,2.4
CITY OF PASIG,4/16/2020,5,"755,300.00",48.45,15589.26729,29.2,19,75,6
CITY OF PASIG,3/21/2020,5,"755,300.00",48.45,15589.26729,29,19,68.5,2.8
CITY OF PASIG,3/5/2020,4,"755,300.00",48.45,15589.26729,27.4,12,68,3.2
CITY OF PASIG,3/24/2020,4,"755,300.00",48.45,15589.26729,28,9,69.2,2.2
CITY OF PASIG,2/7/2020,1,"755,300.00",48.45,15589.26729,25.8,12,83.5,11
CITY OF PASIG,3/29/2020,2,"755,300.00",48.45,15589.26729,29.7,13,66.3,2.8
CITY OF PASIG,4/12/2020,3,"755,300.00",48.45,15589.26729,28.7,19,77,4.4
CITY OF PASIG,5/9/2020,1,"755,300.00",48.45,15589.26729,30,22,75.3,3.7
CITY OF PASIG,4/28/2020,2,"755,300.00",48.45,15589.26729,29.5,14,68,5.1
CITY OF PASIG,3/1/2020,4,"755,300.00",48.45,15589.26729,27.2,10,69.7,2.2
CITY OF PASIG,4/9/2020,6,"755,300.00",48.45,15589.26729,29.8,10,71,3.7
CITY OF PASIG,2/1/2020,1,"755,300.00",48.45,15589.26729,24.3,15,74,7.6
CITY OF PASIG,3/16/2020,12,"755,300.00",48.45,15589.26729,27,8,74,4.7
CITY OF PASIG,4/25/2020,3,"755,300.00",48.45,15589.26729,30,9,70,5.1
CITY OF PASIG,5/8/2020,1,"755,300.00",48.45,15589.26729,31.9,14,69,3.7
CITY OF PASIG,4/10/2020,6,"755,300.00",48.45,15589.26729,28.8,7,72.8,2.3
CITY OF PASIG,5/12/2020,4,"755,300.00",48.45,15589.26729,30.8,30,72.5,4.6
CITY OF PASIG,3/10/2020,10,"755,300.00",48.45,15589.26729,29.1,35,80.7,23.4
CITY OF PASIG,4/27/2020,1,"755,300.00",48.45,15589.26729,29.9,6,72.7,4.2
CITY OF PASIG,4/8/2020,6,"755,300.00",48.45,15589.26729,29.1,20,70.5,6.4
CITY OF PASIG,4/30/2020,2,"755,300.00",48.45,15589.26729,29.7,8,67.5,3.1
CITY OF PASIG,3/22/2020,6,"755,300.00",48.45,15589.26729,29,7,69.2,1.4
CITY OF PASIG,3/15/2020,5,"755,300.00",48.45,15589.26729,27.7,11,70,3.4
CITY OF PASIG,3/18/2020,7,"755,300.00",48.45,15589.26729,27.3,11,69,1.6
CITY OF PASIG,4/4/2020,8,"755,300.00",48.45,15589.26729,28.7,13,64.2,3.2
CITY OF PASIG,3/4/2020,1,"755,300.00",48.45,15589.26729,26.1,10,77.5,3.8
CITY OF PASIG,5/6/2020,1,"755,300.00",48.45,15589.26729,31.3,16,72.5,5.1
CITY OF PASIG,3/30/2020,8,"755,300.00",48.45,15589.26729,29.3,18,64,2.3
CITY OF PASIG,4/20/2020,2,"755,300.00",48.45,15589.26729,30.3,13,68,4.6
CITY OF PASIG,5/3/2020,3,"755,300.00",48.45,15589.26729,29.5,11,73.8,3.1
CITY OF PASIG,3/20/2020,5,"755,300.00",48.45,15589.26729,28.6,11,73.2,3.2
CITY OF PASIG,2/26/2020,1,"755,300.00",48.45,15589.26729,26.1,15,77.1,6
CITY OF PASIG,3/25/2020,14,"755,300.00",48.45,15589.26729,28,9,64,1.9
CITY OF PASIG,5/2/2020,1,"755,300.00",48.45,15589.26729,30.5,10,64.2,5.2
CITY OF PASIG,4/2/2020,8,"755,300.00",48.45,15589.26729,29.1,11,65.2,2
CITY OF PASIG,5/1/2020,1,"755,300.00",48.45,15589.26729,30.2,11,66.2,4.6
CITY OF PASIG,4/17/2020,1,"755,300.00",48.45,15589.26729,29.6,11,71.5,3.7
CITY OF PASIG,5/16/2020,3,"755,300.00",48.45,15589.26729,28.3,26,82.7,5.1
CITY OF PASIG,3/6/2020,3,"755,300.00",48.45,15589.26729,28,12,69.2,2
CITY OF PASIG,3/3/2020,1,"755,300.00",48.45,15589.26729,25.4,4,75.2,2.1
CITY OF PASIG,4/5/2020,5,"755,300.00",48.45,15589.26729,29.2,19,64.2,5.5
CITY OF PASIG,5/4/2020,4,"755,300.00",48.45,15589.26729,31.3,8,71.3,5.5
CITY OF PASIG,3/28/2020,8,"755,300.00",48.45,15589.26729,29.3,15,68.1,3.2
CITY OF PASIG,3/7/2020,4,"755,300.00",48.45,15589.26729,28.7,17,72.8,3.6
CITY OF PASIG,5/15/2020,2,"755,300.00",48.45,15589.26729,26.7,42,90.5,6
CITY OF PASIG,4/21/2020,2,"755,300.00",48.45,15589.26729,30.5,9,66.8,4.4
CITY OF PASIG,4/7/2020,5,"755,300.00",48.45,15589.26729,29.4,18,70.5,3.7
CITY OF PASIG,3/11/2020,4,"755,300.00",48.45,15589.26729,28.3,17,74.2,5.9
CITY OF PASIG,3/2/2020,1,"755,300.00",48.45,15589.26729,27,8,66.5,5.9
CITY OF PASIG,5/7/2020,1,"755,300.00",48.45,15589.26729,30.9,14,76.7,6
CITY OF PASIG,4/13/2020,10,"755,300.00",48.45,15589.26729,28.6,17,73.6,5.1
CITY OF PASIG,3/27/2020,6,"755,300.00",48.45,15589.26729,28.8,12,70.5,2.8
CITY OF PASIG,3/31/2020,5,"755,300.00",48.45,15589.26729,31.9,11,56.2,2.3
CITY OF PASIG,4/11/2020,4,"755,300.00",48.45,15589.26729,29,10,72.7,3.2
CITY OF PASIG,4/18/2020,2,"755,300.00",48.45,15589.26729,28.8,9,74,3.7
CITY OF SAN JUAN,3/12/2020,7,"122,180.00",7.77,15724.58172,28.6,15,64.8,3.5
CITY OF SAN JUAN,4/1/2020,4,"122,180.00",7.77,15724.58172,29.8,15,66.7,2.4
CITY OF SAN JUAN,3/21/2020,5,"122,180.00",7.77,15724.58172,29,19,68.5,2.8
CITY OF SAN JUAN,3/4/2020,2,"122,180.00",7.77,15724.58172,26.1,10,77.5,3.8
CITY OF SAN JUAN,3/9/2020,7,"122,180.00",7.77,15724.58172,28.6,20,78.7,10.1
CITY OF SAN JUAN,4/2/2020,1,"122,180.00",7.77,15724.58172,29.1,11,65.2,2
CITY OF SAN JUAN,4/20/2020,1,"122,180.00",7.77,15724.58172,30.3,13,68,4.6
CITY OF SAN JUAN,3/11/2020,4,"122,180.00",7.77,15724.58172,28.3,17,74.2,5.9
CITY OF SAN JUAN,5/6/2020,1,"122,180.00",7.77,15724.58172,31.3,16,72.5,5.1
CITY OF SAN JUAN,3/15/2020,15,"122,180.00",7.77,15724.58172,27.7,11,70,3.4
CITY OF SAN JUAN,3/22/2020,3,"122,180.00",7.77,15724.58172,29,7,69.2,1.4
CITY OF SAN JUAN,3/10/2020,4,"122,180.00",7.77,15724.58172,29.1,35,80.7,23.4
CITY OF SAN JUAN,4/18/2020,1,"122,180.00",7.77,15724.58172,28.8,9,74,3.7
CITY OF SAN JUAN,4/15/2020,1,"122,180.00",7.77,15724.58172,29,16,74,3.7
CITY OF SAN JUAN,3/1/2020,2,"122,180.00",7.77,15724.58172,27.2,10,69.7,2.2
CITY OF SAN JUAN,3/28/2020,2,"122,180.00",7.77,15724.58172,29.3,15,68.1,3.2
CITY OF SAN JUAN,4/13/2020,1,"122,180.00",7.77,15724.58172,28.6,17,73.6,5.1
CITY OF SAN JUAN,4/4/2020,5,"122,180.00",7.77,15724.58172,28.7,13,64.2,3.2
CITY OF SAN JUAN,4/8/2020,1,"122,180.00",7.77,15724.58172,29.1,20,70.5,6.4
CITY OF SAN JUAN,4/7/2020,4,"122,180.00",7.77,15724.58172,29.4,18,70.5,3.7
CITY OF SAN JUAN,4/11/2020,2,"122,180.00",7.77,15724.58172,29,10,72.7,3.2
CITY OF SAN JUAN,4/5/2020,3,"122,180.00",7.77,15724.58172,29.2,19,64.2,5.5
CITY OF SAN JUAN,3/7/2020,5,"122,180.00",7.77,15724.58172,28.7,17,72.8,3.6
CITY OF SAN JUAN,3/3/2020,2,"122,180.00",7.77,15724.58172,25.4,4,75.2,2.1
CITY OF SAN JUAN,3/6/2020,4,"122,180.00",7.77,15724.58172,28,12,69.2,2
CITY OF SAN JUAN,3/18/2020,8,"122,180.00",7.77,15724.58172,27.3,11,69,1.6
CITY OF SAN JUAN,3/30/2020,3,"122,180.00",7.77,15724.58172,29.3,18,64,2.3
CITY OF SAN JUAN,3/16/2020,4,"122,180.00",7.77,15724.58172,27,8,74,4.7
CITY OF SAN JUAN,3/20/2020,7,"122,180.00",7.77,15724.58172,28.6,11,73.2,3.2
CITY OF SAN JUAN,3/25/2020,1,"122,180.00",7.77,15724.58172,28,9,64,1.9
CITY OF SAN JUAN,3/5/2020,7,"122,180.00",7.77,15724.58172,27.4,12,68,3.2
CITY OF SAN JUAN,4/28/2020,1,"122,180.00",7.77,15724.58172,29.5,14,68,5.1
CITY OF SAN JUAN,3/17/2020,7,"122,180.00",7.77,15724.58172,26.6,10,73,3.1
CITY OF SAN JUAN,2/26/2020,1,"122,180.00",7.77,15724.58172,26.1,15,77.1,6
CITY OF SAN JUAN,3/31/2020,1,"122,180.00",7.77,15724.58172,31.9,11,56.2,2.3
CITY OF SAN JUAN,3/26/2020,2,"122,180.00",7.77,15724.58172,28.8,12,64.5,2.3
CITY OF SAN JUAN,4/17/2020,2,"122,180.00",7.77,15724.58172,29.6,11,71.5,3.7
CITY OF SAN JUAN,2/27/2020,1,"122,180.00",7.77,15724.58172,26.3,7,67,4.1
CITY OF SAN JUAN,3/19/2020,9,"122,180.00",7.77,15724.58172,28.6,25,70.8,1.4
CITY OF SAN JUAN,3/13/2020,7,"122,180.00",7.77,15724.58172,29.1,14,64.8,4.7
CITY OF SAN JUAN,4/25/2020,2,"122,180.00",7.77,15724.58172,30,9,70,5.1
CITY OF SAN JUAN,3/2/2020,2,"122,180.00",7.77,15724.58172,27,8,66.5,5.9
CITY OF SAN JUAN,4/9/2020,2,"122,180.00",7.77,15724.58172,29.8,10,71,3.7
CITY OF SAN JUAN,3/24/2020,5,"122,180.00",7.77,15724.58172,28,9,69.2,2.2
CITY OF SAN JUAN,3/23/2020,5,"122,180.00",7.77,15724.58172,28.6,12,68.7,1.9
CITY OF SAN JUAN,3/14/2020,7,"122,180.00",7.77,15724.58172,28.8,16,70,4.8
CITY OF SAN JUAN,3/29/2020,4,"122,180.00",7.77,15724.58172,29.7,13,66.3,2.8
CITY OF SAN JUAN,3/8/2020,8,"122,180.00",7.77,15724.58172,28.8,12,78,5
CITY OF SAN JUAN,4/22/2020,1,"122,180.00",7.77,15724.58172,30.8,27,65.2,4.6
CITY OF SAN JUAN,4/3/2020,3,"122,180.00",7.77,15724.58172,29.1,13,61.6,1.9
CITY OF SAN JUAN,3/27/2020,2,"122,180.00",7.77,15724.58172,28.8,12,70.5,2.8
CITY OF SAN JUAN,4/16/2020,1,"122,180.00",7.77,15724.58172,29.2,19,75,6
CITY OF SAN JUAN,4/6/2020,1,"122,180.00",7.77,15724.58172,29.1,13,67.1,6
CITY OF VALENZUELA,3/17/2020,1,"620,422.00",47.02,13194.85325,26.6,10,73,3.1
CITY OF VALENZUELA,4/12/2020,3,"620,422.00",47.02,13194.85325,28.7,19,77,4.4
CITY OF VALENZUELA,4/9/2020,3,"620,422.00",47.02,13194.85325,29.8,10,71,3.7
CITY OF VALENZUELA,5/4/2020,1,"620,422.00",47.02,13194.85325,31.3,8,71.3,5.5
CITY OF VALENZUELA,3/25/2020,1,"620,422.00",47.02,13194.85325,28,9,64,1.9
CITY OF VALENZUELA,3/21/2020,2,"620,422.00",47.02,13194.85325,29,19,68.5,2.8
CITY OF VALENZUELA,3/11/2020,1,"620,422.00",47.02,13194.85325,28.3,17,74.2,5.9
CITY OF VALENZUELA,3/24/2020,2,"620,422.00",47.02,13194.85325,28,9,69.2,2.2
CITY OF VALENZUELA,2/8/2020,1,"620,422.00",47.02,13194.85325,26.2,5,83.4,9.2
CITY OF VALENZUELA,4/2/2020,3,"620,422.00",47.02,13194.85325,29.1,11,65.2,2
CITY OF VALENZUELA,5/16/2020,1,"620,422.00",47.02,13194.85325,28.3,26,82.7,5.1
CITY OF VALENZUELA,4/6/2020,3,"620,422.00",47.02,13194.85325,29.1,13,67.1,6
CITY OF VALENZUELA,4/20/2020,1,"620,422.00",47.02,13194.85325,30.3,13,68,4.6
CITY OF VALENZUELA,4/17/2020,1,"620,422.00",47.02,13194.85325,29.6,11,71.5,3.7
CITY OF VALENZUELA,4/3/2020,1,"620,422.00",47.02,13194.85325,29.1,13,61.6,1.9
CITY OF VALENZUELA,4/15/2020,2,"620,422.00",47.02,13194.85325,29,16,74,3.7
CITY OF VALENZUELA,3/18/2020,2,"620,422.00",47.02,13194.85325,27.3,11,69,1.6
CITY OF VALENZUELA,5/1/2020,2,"620,422.00",47.02,13194.85325,30.2,11,66.2,4.6
CITY OF VALENZUELA,4/18/2020,1,"620,422.00",47.02,13194.85325,28.8,9,74,3.7
CITY OF VALENZUELA,3/31/2020,3,"620,422.00",47.02,13194.85325,31.9,11,56.2,2.3
CITY OF VALENZUELA,3/15/2020,2,"620,422.00",47.02,13194.85325,27.7,11,70,3.4
CITY OF VALENZUELA,3/28/2020,1,"620,422.00",47.02,13194.85325,29.3,15,68.1,3.2
CITY OF VALENZUELA,4/11/2020,1,"620,422.00",47.02,13194.85325,29,10,72.7,3.2
CITY OF VALENZUELA,3/13/2020,1,"620,422.00",47.02,13194.85325,29.1,14,64.8,4.7
CITY OF VALENZUELA,4/14/2020,1,"620,422.00",47.02,13194.85325,27.7,7,72.6,3.2
CITY OF VALENZUELA,4/10/2020,1,"620,422.00",47.02,13194.85325,28.8,7,72.8,2.3
CITY OF VALENZUELA,3/3/2020,1,"620,422.00",47.02,13194.85325,25.4,4,75.2,2.1
CITY OF VALENZUELA,3/30/2020,2,"620,422.00",47.02,13194.85325,29.3,18,64,2.3
